Date,Close,High,Low,Open,Volume,pos,neu,neg,compound,Target_Up
2023-11-22,189.7039031982422,191.31029805901488,189.22793715258507,189.88239992204348,39617700,0.375,0.455,0.17,0.4215,0
2023-11-24,188.37515258789062,189.2973377280717,187.66119596873028,189.26759079649733,24048300,0.375,0.455,0.17,0.4215,0
2023-11-27,188.1966552734375,189.0692722786972,187.31412766791345,188.3255687303111,40552600,0.375,0.455,0.17,0.4215,1
2023-11-28,188.80152893066406,189.47582799498892,187.8099242301234,188.1867388581487,38415400,0.375,0.455,0.17,0.4215,0
2023-11-29,187.78021240234375,190.47737890246535,187.38357650025696,189.29736666732592,43014200,0.375,0.455,0.17,0.4215,1
2023-11-30,188.35531616210938,188.7222202024886,186.61009727764167,188.2462390361622,48794400,0.375,0.455,0.17,0.4215,1
2023-12-01,189.63449096679688,189.95179660734362,187.64135580786584,188.73212704562349,45704800,0.375,0.455,0.17,0.4215,0
2023-12-04,187.8396759033203,188.45448112204545,185.87630278327032,188.38506152852514,43389500,0.375,0.455,0.17,0.4215,1
2023-12-05,191.7961883544922,192.76795676998717,188.58338352707358,188.61314558971708,66628400,0.375,0.455,0.17,0.4215,0
2023-12-06,190.70542907714844,193.1249319103576,190.4971854261922,192.8175368647406,41089700,0.375,0.455,0.17,0.4215,1
2023-12-07,192.6390380859375,193.3629052381858,191.96473906125271,192.0044117201268,47477700,0.375,0.455,0.17,0.4215,1
2023-12-08,194.0669708251953,194.34461894265894,192.04408867717459,192.56963798027982,53406400,0.375,0.455,0.17,0.4215,0
2023-12-11,191.55821228027344,191.86562248491865,189.8129932403368,191.4888078106811,60943700,0.375,0.455,0.17,0.4215,1
2023-12-12,193.07537841796875,193.08528901898003,190.1104746012234,191.45905774250062,52696900,0.375,0.455,0.17,0.4215,1
2023-12-13,196.298095703125,196.33775323819535,193.2142041253177,193.45217959711718,70404200,0.375,0.455,0.17,0.4215,1
2023-12-14,196.44680786132812,197.94412551234106,194.51318172109634,196.3575670696298,66831600,0.375,0.455,0.17,0.4215,0
2023-12-15,195.91134643554688,196.734365015635,195.34612449787411,195.87167377464695,128538400,0.375,0.455,0.17,0.4215,0
2023-12-18,194.24546813964844,194.9792611555933,192.75806090539803,194.44378607807738,55751900,0.375,0.455,0.17,0.4215,1
2023-12-19,195.28662109375,195.29653169314724,194.2454331909677,194.51317068155427,40714100,0.375,0.455,0.17,0.4215,0
2023-12-20,193.19436645507812,196.0204310779547,193.19436645507812,195.24698053858313,52242800,0.375,0.455,0.17,0.4215,0
2023-12-21,193.0456085205078,195.42546903656068,191.87552215973167,194.45370060278358,46482500,0.375,0.455,0.17,0.4215,0
2023-12-22,191.97467041015625,193.7694724442452,191.34995462543642,193.54139247575878,37149600,0.375,0.455,0.17,0.4215,0
2023-12-26,191.42929077148438,192.262235089905,191.21113652656177,191.98458698376479,28919300,0.375,0.455,0.17,0.4215,1
2023-12-27,191.5284423828125,191.87551008122907,189.48573911500236,190.87399477798158,48087700,0.375,0.455,0.17,0.4215,1
2023-12-28,191.95486450195312,193.02579953233345,191.54830289093405,192.51016078496022,34049900,0.375,0.455,0.17,0.4215,0
2023-12-29,190.91366577148438,192.76796185552627,190.12037892679615,192.27215946893213,42672100,0.375,0.455,0.17,0.4215,0
