Date,Close,High,Low,Open,Volume,pos,neu,neg,compound,Target_Up,MA_5,MA_10,MA_20
2023-03-20,155.44798278808594,155.8627873790452,152.23828797454271,153.14689176758554,73641400,0.375,0.455,0.17,0.4215,1,152.84667053222657,150.89122924804687,148.77036361694337
2023-03-21,157.30470275878906,157.42320976774403,154.59867718770118,155.36901795458434,73938300,0.375,0.455,0.17,0.4215,0,154.16808166503907,151.6497055053711,149.30366744995118
2023-03-22,155.87269592285156,160.12924367096628,155.8529397304782,157.32446713632558,75701800,0.375,0.455,0.17,0.4215,1,155.12407531738282,152.13955688476562,149.74413833618163
2023-03-23,156.95904541015625,159.54656410725272,155.72454710395584,156.86029458739586,67622100,0.375,0.455,0.17,0.4215,1,155.73244018554686,152.9632141113281,150.2147300720215
2023-03-24,158.26268005371094,158.35156031348998,155.89244937558198,156.88991856429575,59196500,0.375,0.455,0.17,0.4215,0,156.76942138671876,154.12364349365234,150.8833335876465
2023-03-27,156.3170928955078,158.77621864094067,155.9121738846932,157.95651005912973,52390300,0.375,0.455,0.17,0.4215,0,156.94324340820313,154.89495697021485,151.39490814208983
2023-03-28,155.69491577148438,156.5245100617194,154.04562789125012,156.0109545619661,45992200,0.375,0.455,0.17,0.4215,1,156.62128601074218,155.39468383789062,151.9005584716797
2023-03-29,158.77622985839844,159.05275625859912,157.37384166607825,157.39358278783644,51305700,0.375,0.455,0.17,0.4215,1,157.20199279785157,156.16303405761718,152.66397247314453
2023-03-30,160.34649658203125,160.45513302219786,159.27001781009866,159.5267880006936,49501700,0.375,0.455,0.17,0.4215,1,157.87948303222657,156.80596160888672,153.47627182006835
2023-03-31,162.85501098632812,162.95377687892702,159.90210067407045,160.42552675181378,68749800,0.375,0.455,0.17,0.4215,1,158.79794921875,157.78368530273437,154.16117172241212
2023-04-03,164.10922241210938,164.22772939647407,162.18340856840544,162.23279150174258,56976200,0.375,0.455,0.17,0.4215,0,160.35637512207032,158.64980926513672,154.7705192565918
2023-04-04,163.575927734375,164.77091335884026,163.06237234715022,164.53389938747162,46278300,0.375,0.455,0.17,0.4215,0,161.93257751464844,159.2769317626953,155.46331863403321
2023-04-05,161.7291259765625,163.0031364887197,159.7934413430479,162.6969833628771,51511700,0.375,0.455,0.17,0.4215,1,162.52315673828124,159.8625747680664,156.001065826416
2023-04-06,162.6179962158203,162.91427882271006,159.99098020805553,160.41564039126865,45390100,0.375,0.455,0.17,0.4215,0,162.97745666503906,160.4284698486328,156.69584197998046
2023-04-10,160.02059936523438,160.02059936523438,158.09478511621296,159.41816361866267,47716900,0.375,0.455,0.17,0.4215,0,162.41057434082032,160.60426177978516,157.36395263671875
2023-04-11,158.80587768554688,160.34652928242556,158.51946561689908,160.33665872023656,47644200,0.375,0.455,0.17,0.4215,0,161.34990539550782,160.85314025878907,157.87404861450196
2023-04-12,158.1145477294922,160.05023261805474,157.7985089324277,159.22065338009935,50133100,0.375,0.455,0.17,0.4215,1,160.25762939453125,161.09510345458983,158.24489364624023
2023-04-13,163.50682067871094,163.74384976611952,159.4181631056541,159.62556544083142,68445600,0.375,0.455,0.17,0.4215,0,160.61316833496093,161.5681625366211,158.86559829711913
2023-04-14,163.16114807128906,164.25738296375815,161.78838681581487,162.54882677930067,49386500,0.375,0.455,0.17,0.4215,1,160.7217987060547,161.84962768554686,159.3277946472168
2023-04-17,163.18092346191406,163.3389428652635,161.99580807591275,163.04266025137323,41516200,0.375,0.455,0.17,0.4215,1,161.35386352539064,161.88221893310546,159.83295211791992
2023-04-18,164.40553283691406,165.33387789076258,163.5956947875371,164.04012619342146,49923000,0.375,0.455,0.17,0.4215,1,162.47379455566406,161.91184997558594,160.28082962036132
2023-04-19,165.55116271972656,166.07458878664085,163.48707013576512,163.74385542338587,47720200,0.375,0.455,0.17,0.4215,0,163.96111755371095,162.1093734741211,160.6931526184082
2023-04-20,164.58328247070312,165.78815383509277,163.50680373238094,164.03022972696172,52456400,0.375,0.455,0.17,0.4215,0,164.17640991210936,162.39478912353516,161.1286819458008
2023-04-21,162.97352600097656,164.38578477260316,162.45009994594136,163.00315275355902,58337300,0.375,0.455,0.17,0.4215,1,164.13888549804688,162.4303421020508,161.4294059753418
2023-04-24,163.27967834472656,163.54633418620037,161.85753394961128,162.95376899838274,41949600,0.375,0.455,0.17,0.4215,0,164.15863647460938,162.75625,161.68025588989258
2023-04-25,161.739013671875,164.2475072794641,161.69950129216383,163.1414017604714,48714100,0.375,0.455,0.17,0.4215,0,163.62533264160157,163.0495635986328,161.95135192871095
2023-04-26,161.7291259765625,163.23027992570658,160.78103984940847,161.03781003602157,45498800,0.375,0.455,0.17,0.4215,1,162.86092529296874,163.41102142333983,162.25306243896483
2023-04-27,166.3214874267578,166.46962119212645,163.14141866066578,163.14141866066578,64902300,0.375,0.455,0.17,0.4215,1,163.20856628417968,163.69248809814454,162.6303253173828
2023-04-28,167.57569885253906,167.7436038513408,165.79803368662212,166.40046934782268,55275900,0.375,0.455,0.17,0.4215,0,164.12900085449218,164.13394317626953,162.9917854309082
2023-05-01,167.48684692382812,168.33618234272492,166.54863124552048,167.180693761707,52472900,0.375,0.455,0.17,0.4215,0,164.9704345703125,164.56453552246094,163.2233772277832
2023-05-02,166.4498748779297,168.2374411469596,165.46227619804043,167.98065584567004,48425700,0.375,0.455,0.17,0.4215,0,165.91260681152343,164.7689697265625,163.3404098510742
2023-05-03,165.37335205078125,168.80031976619634,165.0869551402168,167.39793182123242,65136000,0.375,0.455,0.17,0.4215,0,166.64145202636718,164.75118865966797,163.43028106689454
2023-05-04,163.7339630126953,164.96846124572582,162.27232132426357,162.84513031273676,81235400,0.375,0.455,0.17,0.4215,1,166.1239471435547,164.6662567138672,163.53052291870117
2023-05-05,171.41748046875,172.13842316096267,168.64231599957478,168.85958887715515,113453200,0.375,0.455,0.17,0.4215,0,166.89230346679688,165.51065216064453,163.97049713134766
2023-05-08,171.3483428955078,171.6940084046762,169.97558155808977,170.34098818753938,55962800,0.375,0.455,0.17,0.4215,0,167.66460266113282,166.31751861572266,164.53688430786133
2023-05-09,169.63980102539062,171.38783954566773,169.47191108630196,170.90392591816433,45326900,0.375,0.455,0.17,0.4215,1,168.302587890625,167.10759735107422,165.0785804748535
2023-05-10,171.4075927734375,171.87176527271458,169.76817565129102,170.87429621552187,53724500,0.375,0.455,0.17,0.4215,1,169.50943603515626,168.07544403076173,165.74323272705078
2023-05-11,171.5952606201172,172.4248398461332,170.0348529885771,171.6940265101682,49514700,0.375,0.455,0.17,0.4215,0,171.08169555664062,168.60282135009766,166.14765472412108
2023-05-12,170.66561889648438,172.13916641173466,169.11293731632776,171.70401959715826,45533100,0.375,0.455,0.17,0.4215,0,170.9313232421875,168.91181335449218,166.52287826538085
2023-05-15,170.17112731933594,171.29854623618587,169.57774258819362,171.2490949935239,37266700,0.375,0.455,0.17,0.4215,0,170.6958801269531,169.18024139404298,166.87238845825195
2023-05-16,170.17112731933594,171.229311478379,169.90410268128184,170.0920083491569,42110300,0.375,0.455,0.17,0.4215,1,170.8021453857422,169.5523666381836,167.16066818237306
2023-05-17,170.78431701660156,171.0216588875202,168.5393629149387,169.8151358327416,57951600,0.375,0.455,0.17,0.4215,1,170.677490234375,170.0934631347656,167.4223258972168
2023-05-18,173.11825561523438,173.30616130301183,170.6755118549318,171.09087517456516,65496700,0.375,0.455,0.17,0.4215,1,170.98208923339843,171.03189239501953,167.84907455444335
2023-05-19,173.22705078125,174.44347306887536,173.00947735219142,174.44347306887536,55809500,0.375,0.455,0.17,0.4215,0,171.49437561035157,171.21284942626954,168.36175079345702
2023-05-22,172.27760314941406,172.7819846737764,171.53587981631637,172.06002976447343,43570900,0.375,0.455,0.17,0.4215,0,171.9156707763672,171.30577545166017,168.8116470336914
2023-05-23,169.6667938232422,171.466716951182,169.38988489439063,171.21947575824993,50747300,0.375,0.455,0.17,0.4215,1,171.81480407714844,171.3084747314453,169.20803604125976
2023-05-24,169.9436798095703,170.51728111058472,168.63825433413288,169.2019563309073,45143500,0.375,0.455,0.17,0.4215,1,171.64667663574218,171.1620834350586,169.61876373291017
2023-05-25,171.08099365234375,171.98093998050487,169.79533663873903,170.50739236656926,56058300,0.375,0.455,0.17,0.4215,1,171.23922424316407,171.11065673828125,169.85673904418945
2023-05-26,173.4940643310547,173.83032378662378,171.1996741500605,171.40736336995897,54835000,0.375,0.455,0.17,0.4215,1,171.292626953125,171.39350128173828,170.15265731811525
2023-05-30,175.34341430664062,177.01476677794446,174.6214744245607,175.00716998790764,55964400,0.375,0.455,0.17,0.4215,0,171.90578918457032,171.91072998046874,170.54548568725585
2023-05-31,175.29397583007812,177.37080753192686,174.80937774220615,175.37309480914308,99625300,0.375,0.455,0.17,0.4215,1,173.0312255859375,172.42301483154296,170.9876907348633
2023-06-01,178.1026611328125,178.13232886856773,174.97752884975577,175.73903594508394,68901800,0.375,0.455,0.17,0.4215,1,174.66302185058595,173.15484924316405,171.62415618896483
2023-06-02,178.95314025878906,179.77398268262323,177.2817876805341,179.03225923715402,61996900,0.375,0.455,0.17,0.4215,0,176.237451171875,173.73833770751952,172.38511505126954
2023-06-05,177.59825134277344,182.908986017055,176.0752375225132,180.6145961643528,121946500,0.375,0.455,0.17,0.4215,0,177.05828857421875,174.1754577636719,172.69415359497071
2023-06-06,177.23233032226562,178.13227652640924,175.4719596724279,177.98393789122082,64848400,0.375,0.455,0.17,0.4215,0,177.43607177734376,174.67093048095703,172.98835296630858
2023-06-07,175.85768127441406,179.21027045240393,175.36319900574065,176.47083445864072,61944600,0.375,0.455,0.17,0.4215,1,177.54881286621094,175.2900192260742,173.29924697875975
2023-06-08,178.5773162841797,178.8443258180563,175.50163627026933,175.93676794820152,50214900,0.375,0.455,0.17,0.4215,1,177.64374389648438,176.15338287353515,173.65773315429686
2023-06-09,178.9630584716797,180.21903277362324,178.636698310342,179.4970927690662,48900000,0.375,0.455,0.17,0.4215,1,177.6457275390625,176.94158935546875,174.026123046875
2023-06-12,181.76177978515625,181.8606822718443,178.9729077272824,179.26960009694577,54274900,0.375,0.455,0.17,0.4215,0,178.47843322753906,177.76836090087892,174.5809310913086
2023-06-13,181.287109375,182.11783606754224,180.42671494989577,180.7827428310429,54929100,0.375,0.455,0.17,0.4215,1,179.28938903808594,178.36273040771485,175.1367301940918
2023-06-14,181.9200134277344,182.3551602142352,180.01131922105634,181.34641221738332,57462900,0.375,0.455,0.17,0.4215,1,180.50185546875,179.02533416748048,175.72417449951172
2023-06-15,183.95730590820312,184.46168752877136,181.7519190024484,181.9299404833556,65433200,0.375,0.455,0.17,0.4215,0,181.57785339355468,179.61079864501954,176.3828239440918
2023-06-16,182.8793182373047,184.9264820484004,182.2364973319158,184.669341613924,101256200,0.375,0.455,0.17,0.4215,1,182.3611053466797,180.0034164428711,176.87087707519532
2023-06-20,182.96832275390625,184.0463055632048,182.3749530885541,182.3749530885541,49799100,0.375,0.455,0.17,0.4215,0,182.6024139404297,180.54042358398436,177.35794067382812
2023-06-21,181.929931640625,183.3639272703552,180.57503989811684,182.85954567430247,49515700,0.375,0.455,0.17,0.4215,1,182.7309783935547,181.01018371582032,177.84055709838867
2023-06-22,184.93638610839844,184.9858373580588,181.6431320743364,181.7123668419414,51245300,0.375,0.455,0.17,0.4215,0,183.3342529296875,181.91805419921874,178.6040367126465
2023-06-23,184.619873046875,185.49016657654985,182.9683042551692,183.50235349943316,53117000,0.375,0.455,0.17,0.4215,0,183.46676635742188,182.52230987548828,179.3378463745117
2023-06-26,183.22544860839844,185.974768583144,183.18588157961648,184.7682307420945,48088700,0.375,0.455,0.17,0.4215,1,183.53599243164064,182.94854888916015,179.94506912231446
2023-06-27,185.98471069335935,186.3110708756085,183.62108551622637,183.83865897105903,50730800,0.375,0.455,0.17,0.4215,1,184.13927001953124,183.37084197998047,180.5696014404297
2023-06-28,187.16156005859372,187.80438104509085,185.52977442185303,185.8561194768788,51216800,0.375,0.455,0.17,0.4215,1,185.185595703125,183.95828704833986,181.16050872802734
2023-06-29,187.497802734375,187.97251662731944,186.85498175365,186.99343619982477,46347300,0.375,0.455,0.17,0.4215,1,185.6978790283203,184.5160659790039,181.77070007324218
2023-06-30,191.8294677734375,192.3338342950544,189.14936702429085,189.51529419368583,85213200,0.375,0.455,0.17,0.4215,0,187.13979797363282,185.30328216552735,182.45704040527343
2023-07-03,190.33612060546875,191.7404484310712,189.6438333602496,191.6415459416396,31458200,0.375,0.455,0.17,0.4215,0,188.5619323730469,186.04896240234376,183.02618942260742
2023-07-05,189.21861267089844,190.85039834497115,188.51644111338388,189.45596962493224,46920300,0.375,0.455,0.17,0.4215,1,189.20871276855468,186.67399139404296,183.60720748901366
2023-07-06,189.69329833984372,189.90098754652763,187.1121001189567,187.7450368621044,45094300,0.375,0.455,0.17,0.4215,0,189.71506042480468,187.45032806396483,184.2302558898926
2023-07-07,188.5757598876953,190.5438048450505,188.14062814608693,189.29771490007704,46815000,0.375,0.455,0.17,0.4215,0,189.93065185546874,187.81426544189452,184.86615982055665
2023-07-10,186.52859497070312,187.8933708097929,184.97591346212693,187.17141585961892,59922200,0.375,0.455,0.17,0.4215,0,188.87047729492187,188.00513763427733,185.26372375488282
2023-07-11,186.00445556640625,187.21099353236755,184.54079224834237,187.07253909809663,46638100,0.375,0.455,0.17,0.4215,1,188.00414428710937,188.2830383300781,185.61579360961915
2023-07-12,187.67581176757807,189.584506155405,186.39015480100772,187.58679348705417,60750200,0.375,0.455,0.17,0.4215,1,187.6955841064453,188.4521484375,185.91149520874023
2023-07-13,188.43728637695312,189.08012234659637,187.68567880071848,188.3977344373199,41342300,0.375,0.455,0.17,0.4215,1,187.4443817138672,188.57972106933593,186.26900405883788
2023-07-14,188.58566284179688,189.07024584013212,187.53736277551772,188.13073248396137,41616200,0.375,0.455,0.17,0.4215,1,187.4463623046875,188.68850708007812,186.602286529541
2023-07-17,191.8492431640625,192.17560328436687,189.69329254549467,189.7822957354681,50520200,0.375,0.455,0.17,0.4215,0,188.51049194335937,188.69048461914062,186.99688339233398
2023-07-18,191.59210205078125,192.18548682934457,190.2965608776665,191.21630577539943,48288200,0.375,0.455,0.17,0.4215,1,189.62802124023438,188.8160827636719,187.43252258300782
2023-07-19,192.947021484375,196.04247077365844,190.52404586593127,190.9690920589705,80507300,0.375,0.455,0.17,0.4215,0,190.68226318359376,189.18892364501954,187.93145751953125
2023-07-20,190.99871826171875,194.3018560622021,190.37566579926568,192.9370802265051,59581200,0.375,0.455,0.17,0.4215,0,191.19454956054688,189.31946563720703,188.38489685058593
2023-07-21,189.8218536376953,192.81841494586592,189.1196821840786,191.95802063670837,71951700,0.375,0.455,0.17,0.4215,1,191.44178771972656,189.44407501220704,188.6291702270508
2023-07-24,190.6229248046875,192.759091941705,190.1284425094743,191.27564505606543,45377800,0.375,0.455,0.17,0.4215,1,191.19652404785157,189.85350799560547,188.9293228149414
2023-07-25,191.4833221435547,192.2942803636932,190.79104993758423,191.19652904765343,37283200,0.375,0.455,0.17,0.4215,1,191.17476806640624,190.40139465332032,189.34221649169922
2023-07-26,192.35362243652344,193.4810415222525,191.18665140498052,191.53277997466063,47471900,0.375,0.455,0.17,0.4215,0,191.05608825683595,190.86917572021486,189.66066207885743
2023-07-27,191.08775329589844,195.0238284273441,190.4251487828704,193.85685736898512,47460200,0.375,0.455,0.17,0.4215,1,191.0738952636719,191.13422241210938,189.85697174072266
2023-07-28,193.6689300537109,194.46010471349211,191.9975775461535,192.52172755154825,48291400,0.375,0.455,0.17,0.4215,1,191.843310546875,191.64254913330075,190.16552810668946
2023-07-31,194.28211975097656,194.32168679112075,193.1052492983588,193.89642410679463,38824100,0.375,0.455,0.17,0.4215,0,192.5751495361328,191.88583679199218,190.2881607055664
2023-08-01,193.45138549804688,194.55902113270216,193.12502533632087,194.07443808774235,35175100,0.375,0.455,0.17,0.4215,0,192.96876220703126,192.07176513671874,190.4439239501953
2023-08-02,190.45480346679688,193.026102358892,189.73286353794575,192.88764791924385,50389300,0.375,0.455,0.17,0.4215,0,192.58899841308593,191.82254333496093,190.50573348999023
2023-08-03,189.0603485107422,190.2471029357017,188.58564975883863,189.4559433793295,61235200,0.375,0.455,0.17,0.4215,0,192.1835174560547,191.6287063598633,190.47408599853514
2023-08-04,179.98167419433594,185.312192820491,179.91243942847825,183.47271804853088,115956800,0.375,0.455,0.17,0.4215,0,189.4460662841797,190.64468841552736,190.04438171386718
2023-08-07,176.87632751464844,181.109094861668,175.39288059142936,180.1201302461886,97576100,0.375,0.455,0.17,0.4215,1,185.96490783691405,189.27002868652343,189.56176834106446
2023-08-08,177.8158416748047,178.2806562533865,175.6203390114105,177.7070549630004,67823000,0.375,0.455,0.17,0.4215,0,182.83779907226562,187.90328063964844,189.15233764648437
2023-08-09,176.22361755371094,178.93337110075507,175.05663139218126,178.87403563482027,60378500,0.375,0.455,0.17,0.4215,0,179.99156188964844,186.2902801513672,188.57972793579103
2023-08-10,176.0060272216797,178.7553475423464,175.64011515660735,177.49935830249015,54686900,0.375,0.455,0.17,0.4215,1,177.38069763183594,184.7821075439453,187.95816497802736
2023-08-11,176.0654296875,176.88738049769475,174.8374673630278,175.60000259117115,52036700,0.375,0.455,0.17,0.4215,1,176.59744873046876,183.02175750732422,187.3321533203125
2023-08-14,177.71925354003906,177.94701832041608,175.5900993670502,176.2437010263368,43675600,0.375,0.455,0.17,0.4215,0,176.7660339355469,181.36547088623047,186.62565383911132
2023-08-15,175.728759765625,177.73906787465037,175.3326457472995,177.14489684716207,43622600,0.375,0.455,0.17,0.4215,0,176.34861755371094,179.59320831298828,185.8324867248535
2023-08-16,174.85726928710938,176.80814628515878,174.78794103749047,175.4118348409486,46964900,0.375,0.455,0.17,0.4215,0,176.07534790039062,178.03345489501953,184.92799911499023
2023-08-17,172.31222534179688,175.78817341312092,171.7972650350441,175.42176719468313,66062900,0.375,0.455,0.17,0.4215,1,175.33658752441406,176.358642578125,183.99367446899413
2023-08-18,172.79747009277344,173.40155375891743,170.29201204567954,170.62871045348956,61172200,0.375,0.455,0.17,0.4215,1,174.68299560546876,175.64022216796874,183.14245529174804
2023-08-21,174.1343536376953,174.4215491084137,172.05473264129324,173.37183349440417,46311900,0.375,0.455,0.17,0.4215,1,173.966015625,175.36602478027345,182.31802673339843
2023-08-22,175.5108642578125,175.95649623435884,174.54037449165708,175.34251507159627,42038900,0.375,0.455,0.17,0.4215,1,173.9224365234375,175.13552703857422,181.51940383911133
2023-08-23,179.36314392089844,179.78898080878903,176.60021337314086,176.78837280424742,52722800,0.375,0.455,0.17,0.4215,0,174.8236114501953,175.44947967529296,180.86987991333007
2023-08-24,174.6691131591797,179.34333021614268,174.3026918957578,178.91749337237624,54945800,0.375,0.455,0.17,0.4215,1,175.29498901367188,175.31578826904297,180.04894790649413
2023-08-25,176.87750244140625,177.41225784961358,174.1145717959043,175.6594375427037,51449600,0.375,0.455,0.17,0.4215,1,176.11099548339843,175.3969955444336,179.2093765258789
2023-08-28,178.44216918945312,178.83828316683332,176.8180777049469,178.34313313971825,43820700,0.375,0.455,0.17,0.4215,1,176.97255859375,175.469287109375,178.41737899780273
